PROVINCE	MUNICIPALITY/CITY	BARANGAY	HOUSEHOLD ID	FIRST NAME	MIDDLE NAME	LAST NAME	SEX	AGE	SOCIAL SERVICE / PROGRAM	TYPE OF ASSISTANCE PROVIDED	"SPECIFY (name of skill training, name of training, specific assistance, goods, amount, and others)"	"REMARKS (specify agency, individual, organization who provided the assistance and any other pertinent details)"	DATE RECEIVED (MM/DD/YYYY)
Laguna	Famy	Masili	538	Ana	Santos	Pérez	Male	66	AICS	Medical Assistance	Medical Kit	Community Organization - Pilot program. Contact: regional office	02/22/2022
Laguna	Los Baños	San Ildefonso	583	Ana	Gómez	Galang	Female	67	AICS	Leadership Skills Training	Level 1 support	Anonymous Donor - Special initiative. Contact: main branch	07/26/2021
Laguna	Kalayaan	Palingon	615	María	Reyes	Pérez	Female	42	PWD_ASSISTANCE	Financial	"PHP 1,500"	Caritas - Pilot program. Contact: local coordinator	04/25/2025
Laguna	Calamba	Santo Domingo	979	Pedro	Pérez	García	Female	59	DISASTER_RELIEF_ASSISTANCE	Leadership Skills Training	Basic assistance	Provincial Government - Special initiative. Contact: main branch	12/31/2021
Laguna	Mabitac	Palma	326	María	Cruz	Gómez	Male	33	AICS	Consultation/Medical Check-Up	Medical Kit	Private Donor - Emergency response. Contact: local coordinator	04/13/2023
Laguna	Santa Rosa	Palingon	363	Miguel	Reyes	Galang	Male	38	LIVELIHOOD_ASSISTANCE	Job Fair	Level 1 support	Community Organization - Regular program. Contact: local coordinator	10/01/2024
Laguna	Victoria	Parian	669	Miguel	López	Cruz	Male	30	SLP	Transportation Allowance	Enhanced support	Caritas - Pilot program. Contact: regional office	07/22/2022
Laguna	Biñan	Santo Tomás (Calabuso)	875	Clara	Reyes	Pérez	Female	69	KALAHI	Leadership Skills Training	Basic assistance	Red Cross - Emergency response. Contact: regional office	06/09/2021
Laguna	Pangil	Parian	359	Janna	Carn	Santos	Male	61	SLP	Food Items	Canned Goods (10 pcs)	UNICEF - Annual assistance. Contact: local coordinator	04/06/2021
Laguna	Calamba	Saimsim	706	Miguel	Santos	Santos	Female	53	KALAHI	Parent Effectiveness Trainings	Standard package	DA - Pilot program. Contact: regional office	03/01/2022
Laguna	Calamba	San José	787	Juan	García	Cruz	Male	25	SLP	Mental Health Support	Basic assistance	World Vision - Annual assistance. Contact: main branch	02/14/2024
Laguna	Pagsanjan	Parian	324	Clara	Carn	Reyes	Male	61	SLP	Food Assistance	Rice (5kg)	Anonymous Donor - Special initiative. Contact: main branch	05/20/2024
Laguna	Santa Maria	San Agustín (Antipolo)	698	Clara	López	Santos	Male	36	AICS	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	Provincial Government - Special initiative. Contact: local coordinator	08/22/2022
Laguna	Mabitac	San José	326	Clara	Cruz	Reyes	Male	64	MEDICAL_SERVICES	Consultation/Medical Check-Up	Crutches	USAID - Special initiative	08/23/2024
Laguna	Santa Cruz	Santo Tomás (Calabuso)	625	James	López	Galang	Female	77	KALAHI	Values Formation	3-day conference	Red Cross - Regular program. Contact: regional office	09/25/2021
Laguna	Victoria	Majada Labas	825	James	López	Santos	Male	33	OTHER_PROGRAM	Cash for Work	Level 1 support	Community Organization - Special initiative. Contact: main branch	02/13/2021
Laguna	Cabuyao	Makiling	165	Ana	Reyes	López	Female	29	SLP	Surgical Procedures	Crutches	Provincial Government - Pilot program	08/18/2022
Laguna	San Pedro	Casile	573	Clara	Cruz	Gómez	Female	37	SUPPLEMENTAL_FEEDING	Job Referral	Enhanced support	Anonymous Donor - Special initiative. Contact: main branch	10/09/2023
Laguna	Lumban	Pansol	604	Pedro	Carn	Cruz	Female	35	PWD_ASSISTANCE	Insurance	Enhanced support	USAID - Annual assistance	01/21/2025
Laguna	Liliw	Looc	798	Miguel	López	Gómez	Male	71	SOCIAL_PENSION	Dental Services	Level 1 support	DepEd - Special initiative. Contact: regional office	02/04/2025
Laguna	San Pedro	Turbina	455	Ana	Carn	Gómez	Male	29	SUPPLEMENTAL_FEEDING	Activity Involvement/Advocacy	Enhanced support	Provincial Government - Special initiative. Contact: regional office	01/09/2021
Laguna	Paete	Paciano Rizal	969	Janna	Pérez	Pérez	Female	65	SOCIAL_PENSION	Parent Effectiveness Trainings	Enhanced support	Local Government - Regular program	10/31/2022
Laguna	Famy	San Benito (Palita)	153	María	Pérez	Reyes	Male	42	OTHER_CAPABILITY_BUILDING_SUPPORT	Food Assistance	Rice (5kg)	DepEd - Annual assistance. Contact: local coordinator	04/27/2024
Laguna	Famy	Masili	737	James	Pérez	López	Female	77	PWD_ASSISTANCE	Family Development Trainings	Week-long training	Local Government - Annual assistance. Contact: regional office	01/16/2022
Laguna	Cavinti	Paciano Rizal	127	Clara	García	Galang	Male	69	PWD_ASSISTANCE	Insurance	Level 1 support	Private Donor - Annual assistance. Contact: main branch	12/28/2022
Laguna	Famy	Palingon	193	Janna	Reyes	Galang	Male	28	OTHER_PROGRAM	Insurance	Basic assistance	Caritas - Annual assistance. Contact: local coordinator	04/25/2021
Laguna	Mabitac	Zapote	627	Ana	Carn	Santos	Female	39	MEDICAL_SERVICES	Food for Work	Basic assistance	World Vision - Special initiative. Contact: regional office	03/06/2025
Laguna	Pagsanjan	San Isidro	774	Ana	Pérez	Santos	Male	69	DISASTER_RELIEF_ASSISTANCE	Medical Supplies	Wheelchair	DOH - Special initiative. Contact: main branch	01/23/2022
Laguna	Siniloan	Barangay I (Poblacion)	530	James	Pérez	López	Female	63	SOCIAL_PENSION	Food for Work	Level 1 support	Local Government - Annual assistance. Contact: main branch	03/15/2022
Laguna	Calauan	Mapagong	10	Ana	Cruz	García	Female	51	SOCIAL_PENSION	Job Referral	Level 1 support	Anonymous Donor - Pilot program. Contact: regional office	06/29/2023
Laguna	Alaminos	San Roque	92	Pedro	López	García	Male	30	OTHER_CAPABILITY_BUILDING_SUPPORT	Alternative Learning System	Standard package	DepEd - Pilot program. Contact: regional office	04/25/2023
Laguna	Rizal	Palo-Alto	139	Ana	Pérez	Santos	Male	63	KALAHI	Mental Health Support	Basic assistance	Community Organization - Pilot program. Contact: regional office	09/04/2024
Laguna	Magdalena	San Vicente	481	Juan	García	García	Male	55	EDUCATIONAL_ASSISTANCE	Dental Services	Level 1 support	Anonymous Donor - Annual assistance. Contact: main branch	07/24/2023
Laguna	Alaminos	San José	449	Miguel	Cruz	Cruz	Female	29	KALAHI	Burial Assistance	Standard package	Anonymous Donor - Special initiative	05/26/2023
Laguna	San Pedro	San Isidro	333	María	Reyes	López	Male	56	PWD_ASSISTANCE	Equipment/School Materials	School Supplies Kit	Red Cross - Regular program. Contact: local coordinator	01/07/2025
Laguna	Nagcarlan	Calo	869	Ana	Gómez	Cruz	Male	53	PWD_ASSISTANCE	Activity Involvement/Advocacy	Standard package	USAID - Annual assistance. Contact: main branch	01/28/2021
Laguna	Alaminos	Mapagong	340	Miguel	Gómez	García	Male	45	OTHER_PROGRAM	Cash for Work	Level 1 support	DOLE - Emergency response. Contact: regional office	09/28/2022
Laguna	Magdalena	San Agustín (Antipolo)	961	Miguel	García	Santos	Male	44	OTHER_PROGRAM	Leadership Skills Training	Enhanced support	Anonymous Donor - Annual assistance. Contact: main branch	11/22/2024
Laguna	Rizal	Looc	52	Juan	García	Gómez	Female	56	DISASTER_RELIEF_ASSISTANCE	Food for Work	Basic assistance	Community Organization - Regular program. Contact: regional office	03/18/2021
Laguna	Bay	San José	707	Janna	García	Gómez	Male	30	SOCIAL_PENSION	Activity Involvement/Advocacy	Enhanced support	Community Organization - Emergency response	08/10/2022
Laguna	Mabitac	Masili	466	Ana	López	Cruz	Female	60	PWD_ASSISTANCE	Dental Services	Level 1 support	DA - Special initiative	10/13/2024
Laguna	Pangil	Barangay II (Poblacion)	718	Pedro	Gómez	Galang	Male	57	OTHER_CAPABILITY_BUILDING_SUPPORT	Activity Involvement/Advocacy	Level 1 support	UNICEF - Annual assistance. Contact: main branch	04/24/2024
Laguna	Famy	Palo-Alto	799	Janna	Pérez	Pérez	Male	44	PWD_ASSISTANCE	Cash for Work	Basic assistance	Local Government - Emergency response. Contact: main branch	04/24/2025
Laguna	Famy	Casile	475	Miguel	Santos	Gómez	Male	68	SLP	Activity Involvement/Advocacy	Basic assistance	USAID - Emergency response. Contact: regional office	08/22/2021
Laguna	Pagsanjan	Parian	401	Miguel	García	Gómez	Female	48	OTHER_CAPABILITY_BUILDING_SUPPORT	Burial Assistance	Basic assistance	Private Donor - Pilot program	06/25/2024
Laguna	Cavinti	San José	439	Clara	Cruz	Santos	Female	19	SLP	Financial	"PHP 5,000"	Caritas - Annual assistance. Contact: regional office	11/23/2024
Laguna	Pagsanjan	San Vicente	878	Ana	Gómez	López	Male	70	MEDICAL_SERVICES	Equipment/School Materials	Books	DOH - Annual assistance. Contact: local coordinator	11/25/2021
Laguna	Calauan	Milagrosa	605	James	Cruz	Reyes	Female	35	MEDICAL_SERVICES	Consultation/Medical Check-Up	Crutches	DOLE - Emergency response	10/26/2023
Laguna	Calauan	Saimsim	932	Juan	Reyes	Reyes	Female	43	EDUCATIONAL_ASSISTANCE	Food Items	Rice (10kg)	Anonymous Donor - Regular program. Contact: main branch	12/14/2021
Laguna	Biñan	Súcol	997	Juan	Carn	Santos	Male	70	KALAHI	Equipment/School Materials	Books	USAID - Emergency response. Contact: regional office	11/23/2024
Laguna	Cavinti	San José	922	James	Carn	García	Male	59	OTHER_PROGRAM	Parent Effectiveness Trainings	Level 1 support	DOLE - Pilot program. Contact: local coordinator	07/06/2024
Laguna	Pagsanjan	San Miguel	821	María	Santos	Gómez	Male	48	SLP	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Enhanced support	Local Government - Special initiative	01/27/2023
Laguna	Famy	Del Carmen	657	Miguel	López	Gómez	Male	78	DISASTER_RELIEF_ASSISTANCE	Cash for Training	Standard package	DOLE - Annual assistance	02/23/2022
Laguna	Liliw	Mapagong	598	Clara	Pérez	Cruz	Male	55	AICS	Mental Health Support	Basic assistance	USAID - Pilot program	01/26/2022
Laguna	Pakil	Mapagong	509	Pedro	López	Cruz	Male	73	AICS	Mental Health Support	Standard package	DA - Emergency response. Contact: local coordinator	08/13/2022
Laguna	Magdalena	Puting Lupa	153	Juan	Pérez	Santos	Female	39	SOCIAL_PENSION	Cash for Work	Level 1 support	DA - Emergency response	04/25/2021
Laguna	Magdalena	Puting Lupa	514	Janna	García	Galang	Male	53	PWD_ASSISTANCE	Burial Assistance	Standard package	Caritas - Regular program. Contact: local coordinator	01/04/2021
Laguna	Siniloan	Mayapa	503	Miguel	Gómez	López	Male	36	SOCIAL_PENSION	Food Items	Canned Goods (10 pcs)	DOLE - Emergency response. Contact: main branch	10/05/2022
Laguna	Alaminos	Masaya	854	Pedro	Pérez	García	Male	31	SUPPLEMENTAL_FEEDING	Burial Assistance	Basic assistance	Provincial Government - Pilot program. Contact: local coordinator	02/26/2024
Laguna	Pakil	San Isidro	901	Juan	Gómez	Gómez	Male	31	SLP	Family Development Trainings	3-day conference	Local Government - Annual assistance. Contact: local coordinator	01/09/2021
Laguna	Victoria	San Benito (Palita)	772	Clara	Santos	Galang	Female	67	PWD_ASSISTANCE	Burial Assistance	Level 1 support	Red Cross - Annual assistance. Contact: regional office	09/09/2024
Laguna	Cavinti	Timbao	676	María	Reyes	Santos	Female	46	AICS	Tutorial Sessions	Standard package	Caritas - Pilot program. Contact: local coordinator	04/28/2021
Laguna	Santa Maria	Súcol	6	Clara	Reyes	Santos	Female	34	SLP	Insurance	Level 1 support	World Vision - Special initiative. Contact: regional office	01/30/2025
Laguna	Cabuyao	San Roque	500	Janna	Carn	Gómez	Male	67	AICS	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Level 1 support	UNICEF - Emergency response	05/06/2023
Laguna	Siniloan	Uwisan	661	Clara	Reyes	Galang	Male	67	KALAHI	Mental Health Support	Level 1 support	Caritas - Emergency response. Contact: regional office	12/01/2022
Laguna	Calauan	San Andrés	717	Pedro	García	Reyes	Female	54	EDUCATIONAL_ASSISTANCE	Insurance	Basic assistance	Anonymous Donor - Pilot program	01/26/2025
Laguna	San Pedro	Parian	118	Miguel	Cruz	Santos	Female	26	AICS	Scholarship Grants	Standard package	DOLE - Regular program	07/21/2023
Laguna	Alaminos	San Miguel	485	Janna	Reyes	López	Male	18	OTHER_PROGRAM	Financial	"PHP 5,000"	DOLE - Annual assistance. Contact: regional office	05/05/2021
Laguna	Siniloan	San Ildefonso	601	Miguel	Santos	Pérez	Male	21	DISASTER_RELIEF_ASSISTANCE	Scholarship Grants	Standard package	UNICEF - Regular program. Contact: local coordinator	08/11/2021
Laguna	Calamba	Puting Lupa	666	James	García	García	Male	75	PWD_ASSISTANCE	Activity Involvement/Advocacy	Enhanced support	USAID - Annual assistance. Contact: regional office	11/24/2021
Laguna	Santa Maria	San Ildefonso	951	Ana	Reyes	Galang	Male	24	SOCIAL_PENSION	Surgical Procedures	Crutches	Community Organization - Regular program	10/14/2023
Laguna	Rizal	San Ildefonso	679	James	López	Reyes	Male	28	PWD_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	DA - Annual assistance. Contact: regional office	03/29/2023
Laguna	Alaminos	Pansol	468	Pedro	Pérez	Galang	Female	31	PWD_ASSISTANCE	Job Referral	Basic assistance	DepEd - Annual assistance	09/16/2021
Laguna	Victoria	San Benito (Palita)	161	Ana	Reyes	Reyes	Male	59	AICS	Family Development Trainings	2-day workshop	Community Organization - Pilot program	03/08/2021
Laguna	Cabuyao	San Miguel	270	James	López	Reyes	Female	36	AICS	Insurance	Standard package	DOH - Annual assistance. Contact: main branch	06/02/2023
Laguna	Pila	Masili	56	Ana	García	López	Male	57	SLP	Parent Effectiveness Trainings	Level 1 support	DOH - Pilot program. Contact: local coordinator	12/22/2023
Laguna	Bay	Masaya	228	Juan	Reyes	García	Female	20	SUPPLEMENTAL_FEEDING	Dental Services	Basic assistance	World Vision - Emergency response	08/30/2023
Laguna	Liliw	Parian	849	Clara	López	Santos	Female	25	OTHER_CAPABILITY_BUILDING_SUPPORT	Job Fair	Basic assistance	Caritas - Pilot program. Contact: local coordinator	03/30/2025
Laguna	Calamba	Santo Domingo	149	Janna	Cruz	Reyes	Female	46	EDUCATIONAL_ASSISTANCE	Food Items	Rice (5kg)	Local Government - Annual assistance. Contact: regional office	10/06/2021
Laguna	Santa Maria	Zapote	46	Ana	Gómez	Santos	Male	67	PWD_ASSISTANCE	Burial Assistance	Standard package	Anonymous Donor - Pilot program. Contact: regional office	02/21/2024
Laguna	Liliw	Lingga	144	Juan	Carn	García	Male	54	SUPPLEMENTAL_FEEDING	Burial Assistance	Basic assistance	Anonymous Donor - Pilot program. Contact: main branch	08/12/2022
Laguna	Alaminos	San Antonio	750	Clara	García	Santos	Male	69	PWD_ASSISTANCE	Agricultural and Fisheries	Enhanced support	Community Organization - Pilot program	09/29/2021
Laguna	Pila	San Roque	784	Clara	López	Gómez	Female	60	OTHER_PROGRAM	Technical Skills Training	Level 1 support	Anonymous Donor - Annual assistance. Contact: main branch	05/17/2022
Laguna	Calauan	San Benito (Palita)	632	María	Santos	López	Female	26	KALAHI	Job Referral	Level 1 support	World Vision - Special initiative. Contact: main branch	10/20/2022
Laguna	Lumban	San Juan	340	Miguel	Gómez	López	Male	36	SLP	Medical Assistance	Crutches	DA - Pilot program	07/16/2024
Laguna	Magdalena	Masaya	413	James	Reyes	Cruz	Female	29	AICS	Family Development Trainings	Week-long training	Anonymous Donor - Special initiative. Contact: main branch	06/12/2023
Laguna	Cabuyao	San Andrés	732	María	López	López	Female	44	SUPPLEMENTAL_FEEDING	Mental Health Support	Level 1 support	Provincial Government - Pilot program. Contact: main branch	07/22/2022
Laguna	Lumban	Saimsim	520	Miguel	Gómez	Reyes	Female	54	SLP	Food Items	Rice (5kg)	UNICEF - Regular program. Contact: regional office	08/06/2021
Laguna	San Pablo	Palo-Alto	344	Miguel	Pérez	García	Female	65	LIVELIHOOD_ASSISTANCE	Scholarship Grants	Basic assistance	DSWD - Emergency response. Contact: local coordinator	11/16/2022
Laguna	Pakil	Santa Rosa	387	Pedro	Gómez	López	Male	75	OTHER_PROGRAM	Honorarium	Standard package	Caritas - Pilot program. Contact: regional office	04/25/2025
Laguna	San Pablo	Barangay IV (Poblacion)	473	Juan	López	Galang	Female	42	SOCIAL_PENSION	Food for Work	Basic assistance	DepEd - Special initiative. Contact: main branch	06/08/2021
Laguna	Magdalena	Milagrosa	275	María	López	García	Male	62	SUPPLEMENTAL_FEEDING	Family Development Trainings	2-day workshop	Anonymous Donor - Regular program. Contact: main branch	12/26/2021
Laguna	Siniloan	Súcol	353	María	Pérez	Reyes	Female	55	MEDICAL_SERVICES	Scholarship Grants	Level 1 support	World Vision - Pilot program. Contact: regional office	01/28/2025
Laguna	Famy	San Roque	66	Miguel	Carn	García	Female	65	KALAHI	Food Items	Food Pack	USAID - Regular program	06/28/2022
Laguna	Calamba	San Juan	79	Clara	Gómez	López	Male	67	SOCIAL_PENSION	Parent Effectiveness Trainings	Standard package	DSWD - Special initiative	06/25/2024
Laguna	Siniloan	Pansol	598	Juan	Pérez	Galang	Female	34	LIVELIHOOD_ASSISTANCE	Leadership Skills Training	Standard package	DepEd - Pilot program. Contact: main branch	10/18/2021
Laguna	Magdalena	Barangay I (Poblacion)	636	Clara	Pérez	Cruz	Male	61	EDUCATIONAL_ASSISTANCE	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Enhanced support	DSWD - Pilot program. Contact: main branch	02/05/2021
Laguna	Cabuyao	Timbao	202	Janna	Gómez	Reyes	Male	76	DISASTER_RELIEF_ASSISTANCE	Tutorial Sessions	Enhanced support	DSWD - Pilot program. Contact: regional office	09/06/2023
Laguna	Luisiana	Masili	978	Ana	Santos	Pérez	Male	50	AICS	Transportation Allowance	Standard package	Community Organization - Annual assistance	05/10/2023
Laguna	Lumban	Parian	662	Pedro	Pérez	Gómez	Male	56	DISASTER_RELIEF_ASSISTANCE	Consultation/Medical Check-Up	"PHP 5,000"	Local Government - Regular program	03/07/2021
Laguna	Bay	San Benito (Palita)	558	Pedro	Santos	Reyes	Male	31	AICS	Activity Involvement/Advocacy	Standard package	Private Donor - Special initiative. Contact: regional office	03/08/2023
Laguna	Santa Maria	San Cristóbal	113	James	Cruz	García	Male	45	DISASTER_RELIEF_ASSISTANCE	Food Assistance	Basic Groceries	DOLE - Regular program. Contact: local coordinator	12/21/2024
Laguna	Pagsanjan	San Miguel	91	Clara	Gómez	Pérez	Male	35	EDUCATIONAL_ASSISTANCE	Equipment/School Materials	Books	UNICEF - Annual assistance	06/06/2021
Laguna	Pagsanjan	Turbina	141	Ana	Pérez	Pérez	Female	72	LIVELIHOOD_ASSISTANCE	Parent Effectiveness Trainings	Enhanced support	DOLE - Emergency response. Contact: local coordinator	05/01/2021
Laguna	Cabuyao	Palingon	289	Miguel	Carn	Santos	Male	50	LIVELIHOOD_ASSISTANCE	Alternative Learning System	Enhanced support	DA - Special initiative. Contact: local coordinator	07/11/2021
Laguna	Cabuyao	Barangay III (Poblacion)	901	James	Pérez	Pérez	Female	69	MEDICAL_SERVICES	"Non-Food Items (Hygiene Kits, Clothes, Household Items)"	Basic assistance	Community Organization - Annual assistance	02/08/2025
Laguna	Santa Cruz	Santa Rosa	730	Pedro	López	Santos	Female	59	OTHER_PROGRAM	Technical Skills Training	Basic assistance	Anonymous Donor - Annual assistance	10/09/2024
Laguna	Los Baños	San Benito (Palita)	589	Ana	García	Gómez	Female	32	MEDICAL_SERVICES	GAD Trainings	Week-long training	DepEd - Annual assistance	04/16/2025
Laguna	Santa Maria	Zapote	411	María	Carn	Pérez	Male	78	AICS	Cash for Training	Standard package	Community Organization - Pilot program. Contact: regional office	12/23/2021
Laguna	Calamba	San Gregorio	377	Janna	Pérez	Galang	Male	28	SUPPLEMENTAL_FEEDING	Food for Work	Standard package	Provincial Government - Emergency response. Contact: local coordinator	06/15/2022
Laguna	Pakil	Mapagong	384	Miguel	Carn	Cruz	Female	53	LIVELIHOOD_ASSISTANCE	Job Fair	Enhanced support	DOH - Pilot program	04/25/2022
Laguna	Los Baños	Barangay I (Poblacion)	846	María	Gómez	Cruz	Male	32	AICS	Honorarium	Level 1 support	Anonymous Donor - Special initiative. Contact: regional office	03/08/2023
Laguna	Victoria	Pansol	152	Janna	Santos	Pérez	Female	70	MEDICAL_SERVICES	Agricultural and Fisheries	Standard package	UNICEF - Emergency response. Contact: main branch	01/02/2024
Laguna	Liliw	Santo Tomás (Calabuso)	835	Miguel	Cruz	García	Female	79	LIVELIHOOD_ASSISTANCE	Parent Effectiveness Trainings	Level 1 support	Caritas - Regular program. Contact: main branch	11/15/2024
Laguna	Famy	Timbao	751	Clara	Cruz	García	Female	65	AICS	Voucher	Basic assistance	USAID - Emergency response. Contact: main branch	08/12/2023
Laguna	Calauan	San Benito (Palita)	627	Juan	Gómez	Santos	Male	47	OTHER_CAPABILITY_BUILDING_SUPPORT	Insurance	Standard package	Red Cross - Pilot program. Contact: local coordinator	01/05/2024
Laguna	Calauan	Masili	319	James	Gómez	López	Female	75	EDUCATIONAL_ASSISTANCE	Values Formation	2-day workshop	Community Organization - Annual assistance. Contact: regional office	07/07/2021
Laguna	Famy	Palo-Alto	369	James	Carn	Cruz	Male	32	LIVELIHOOD_ASSISTANCE	Family Development Trainings	1-day seminar	UNICEF - Emergency response. Contact: main branch	09/23/2024
Laguna	Rizal	Palo-Alto	606	Juan	Gómez	López	Female	66	OTHER_CAPABILITY_BUILDING_SUPPORT	Vaccination	Standard package	Private Donor - Regular program	04/21/2022
Laguna	Magdalena	Looc	995	Ana	Carn	Cruz	Male	40	MEDICAL_SERVICES	Agricultural and Fisheries	Basic assistance	DOLE - Annual assistance. Contact: regional office	08/22/2024
Laguna	Santa Cruz	Makiling	560	Juan	Gómez	López	Female	60	SOCIAL_PENSION	Alternative Learning System	Basic assistance	DOH - Pilot program. Contact: main branch	07/06/2023
Laguna	Mabitac	Palma	703	Clara	Pérez	López	Male	67	AICS	Parent Effectiveness Trainings	Level 1 support	Provincial Government - Pilot program. Contact: main branch	10/11/2022
Laguna	Los Baños	Looc	462	Pedro	Gómez	Cruz	Female	77	OTHER_CAPABILITY_BUILDING_SUPPORT	Insurance	Enhanced support	World Vision - Emergency response. Contact: main branch	06/11/2021
Laguna	Luisiana	Palma	12	Juan	Reyes	Gómez	Male	65	EDUCATIONAL_ASSISTANCE	Tutorial Sessions	Enhanced support	Caritas - Annual assistance	03/13/2023
Laguna	Santa Cruz	San Cristóbal	156	Janna	López	Galang	Male	76	DISASTER_RELIEF_ASSISTANCE	Technical Skills Training	Basic assistance	DOLE - Pilot program. Contact: regional office	02/16/2021
Laguna	Lumban	Mayapa	684	Pedro	Santos	Galang	Male	32	DISASTER_RELIEF_ASSISTANCE	Dental Services	Level 1 support	USAID - Special initiative	01/24/2021
Laguna	Famy	San Juan	477	Juan	López	García	Female	46	PWD_ASSISTANCE	Food Items	Canned Goods (10 pcs)	DA - Special initiative. Contact: regional office	09/21/2024
Laguna	Victoria	San Isidro	939	James	García	López	Female	28	EDUCATIONAL_ASSISTANCE	Alternative Learning System	Level 1 support	Anonymous Donor - Emergency response. Contact: local coordinator	07/31/2024
Laguna	Paete	Masili	401	María	García	López	Female	62	PWD_ASSISTANCE	Insurance	Level 1 support	UNICEF - Annual assistance. Contact: local coordinator	06/23/2021
Laguna	San Pedro	Palo-Alto	808	Janna	Cruz	Gómez	Male	35	PWD_ASSISTANCE	Family Development Trainings	3-day conference	Local Government - Emergency response. Contact: regional office	08/23/2024
Laguna	Alaminos	Santo Tomás (Calabuso)	177	Clara	Santos	López	Male	57	PWD_ASSISTANCE	GAD Trainings	3-day conference	Private Donor - Special initiative. Contact: main branch	05/29/2023
Laguna	Magdalena	Santo Tomás (Calabuso)	341	Janna	López	Gómez	Female	48	SUPPLEMENTAL_FEEDING	Agricultural and Fisheries	Level 1 support	DOLE - Emergency response	02/13/2023
Laguna	Famy	Barangay III (Poblacion)	57	Miguel	Cruz	López	Female	26	LIVELIHOOD_ASSISTANCE	Transportation Allowance	Enhanced support	DOH - Emergency response. Contact: main branch	08/18/2021
Laguna	Santa Rosa	San Gregorio	855	Ana	García	López	Male	39	KALAHI	Activity Involvement/Advocacy	Level 1 support	DA - Annual assistance	12/04/2022
Laguna	Los Baños	Masili	852	María	Carn	Gómez	Female	28	LIVELIHOOD_ASSISTANCE	Alternative Learning System	Standard package	USAID - Regular program	04/28/2021
Laguna	Luisiana	Milagrosa	448	Janna	Santos	Santos	Male	34	DISASTER_RELIEF_ASSISTANCE	Agricultural and Fisheries	Basic assistance	DSWD - Regular program. Contact: regional office	02/22/2021
Laguna	Luisiana	Casile	203	Miguel	Santos	Reyes	Male	50	AICS	Family Development Trainings	3-day conference	Red Cross - Regular program. Contact: local coordinator	04/30/2024
Laguna	Cabuyao	Palma	697	Juan	Gómez	López	Male	79	OTHER_PROGRAM	Surgical Procedures	"PHP 10,000"	World Vision - Pilot program. Contact: regional office	08/06/2023
Laguna	Majayjay	San Andrés	633	Janna	Gómez	Santos	Female	28	EDUCATIONAL_ASSISTANCE	Burial Assistance	Enhanced support	DepEd - Annual assistance	07/26/2022
Laguna	Cabuyao	Turbina	738	Janna	López	Galang	Male	56	OTHER_PROGRAM	Insurance	Basic assistance	Local Government - Pilot program. Contact: local coordinator	06/07/2022
Laguna	Calamba	Mapagong	202	Janna	Gómez	López	Female	25	MEDICAL_SERVICES	Activity Involvement/Advocacy	Basic assistance	World Vision - Annual assistance	02/11/2023
Laguna	San Pablo	Majada Labas	330	Ana	Gómez	Galang	Male	68	AICS	Medical Supplies	Medical Kit	USAID - Annual assistance. Contact: main branch	02/21/2023
Laguna	Calamba	Barangay II (Poblacion)	363	Janna	Pérez	García	Female	74	SLP	GAD Trainings	3-day conference	DOLE - Pilot program. Contact: local coordinator	03/10/2024
Laguna	Famy	Timbao	892	Janna	Reyes	Reyes	Female	21	PWD_ASSISTANCE	GAD Trainings	3-day conference	Local Government - Annual assistance	10/17/2022
Laguna	Liliw	Punta	454	Ana	López	Cruz	Male	53	OTHER_CAPABILITY_BUILDING_SUPPORT	Tutorial Sessions	Enhanced support	Anonymous Donor - Regular program	04/23/2021
Laguna	Nagcarlan	Mapagong	356	Miguel	Gómez	Reyes	Male	36	SUPPLEMENTAL_FEEDING	Agricultural and Fisheries	Level 1 support	Community Organization - Annual assistance	07/11/2024
Laguna	Santa Rosa	San Antonio	216	Pedro	Carn	López	Male	41	OTHER_CAPABILITY_BUILDING_SUPPORT	Transportation Allowance	Enhanced support	DepEd - Pilot program. Contact: regional office	02/23/2025
Laguna	Santa Cruz	Santo Domingo	972	María	Pérez	López	Male	58	OTHER_CAPABILITY_BUILDING_SUPPORT	Insurance	Enhanced support	World Vision - Emergency response. Contact: local coordinator	09/29/2024
Laguna	Kalayaan	Pansol	555	Miguel	Pérez	Gómez	Female	66	OTHER_PROGRAM	Skills Training	Carpentry	Red Cross - Regular program	03/27/2025
Laguna	Pila	San Isidro	887	Clara	Pérez	Reyes	Female	35	SOCIAL_PENSION	Surgical Procedures	Crutches	Red Cross - Regular program. Contact: regional office	04/09/2021
Laguna	Pagsanjan	Barangay I (Poblacion)	23	Pedro	Carn	Reyes	Female	50	SLP	Cash for Work	Enhanced support	DOLE - Special initiative. Contact: regional office	04/18/2022
Laguna	Siniloan	San Benito (Palita)	155	James	Cruz	García	Female	63	SUPPLEMENTAL_FEEDING	Medical Assistance	Crutches	Local Government - Regular program	11/13/2023
Laguna	Mabitac	San Cristóbal	186	Ana	Santos	Pérez	Female	53	MEDICAL_SERVICES	Cash for Training	Basic assistance	USAID - Regular program. Contact: main branch	08/27/2021
